Token,PoS,Lemma
Beratungsstellen,NOUN,Beratungsstelle
und,CCONJ,und
Wohnungsanbieter,NOUN,Wohnungsanbieter
.,PUNCT,--
An,ADP,an
die,DET,der
Fachstelle,NOUN,Fachstelle
können,AUX,können
sich,PRON,sich
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
wenden,VERB,wenden
",",PUNCT,--
die,PRON,der
entweder,CCONJ,entweder
im,ADP,in
Bewerbungsprozess,NOUN,Bewerbungsprozess
um,ADP,um
eine,DET,ein
Mietwohnung,NOUN,Mietwohnung
oder,CCONJ,oder
auch,ADV,auch
im,ADP,in
Rahmen,NOUN,Rahmen
eines,DET,ein
bestehen-den,ADJ,bestehen-den
Mietverhältnisses,NOUN,Mietverhältniss
Diskriminierung,NOUN,Diskriminierung
zum,ADP,zu
Beispiel,NOUN,Beispiel
auf,ADP,auf
Grund,NOUN,Grund
ihrer,DET,ihr
Herkunft,NOUN,Herkunft
oder,CCONJ,oder
Religion,NOUN,Religion
erfahren,VERB,erfahren
haben,AUX,haben
.,PUNCT,--
Bei,ADP,bei
Interesse,NOUN,Interesse
bitten,VERB,bitten
wir,PRON,wir
Ihre,DET,ihr
Anmeldung,NOUN,Anmeldung
bis,ADP,bis
spätestens,ADV,spätestens
Freitag,NOUN,Freitag
",",PUNCT,--
8.,ADJ,8.
September,NOUN,September
",",PUNCT,--
12,NUM,12
Uhr,NOUN,Uhr
:,PUNCT,--
pressestelle@senjustva.berlin.de,X,pressestelle@senjustva.berlin.de
