Token,PoS,Lemma
Uhr,NOUN,Uhr
Weitere,ADJ,weit
Informationen,NOUN,Information
finden,VERB,finden
Sie,PRON,sie
online,ADV,online
:,PUNCT,--
https://www.mittemuseum.de,PROPN,https://www.mittemuseum.de
Wir,PRON,wir
sind,AUX,sein
da,ADV,da
Der,DET,der
Tyrolia,ADJ,Tyrolia
Verlag,NOUN,Verlag
stellt,VERB,stellen
in,ADP,in
der,DET,der
Stadtbibliothek,NOUN,Stadtbibliothek
Berlin-Mitte,PROPN,Berlin-Mitte
aus,ADP,aus
Unter,ADP,unter
dem,DET,der
Motto,NOUN,Motto
„,PUNCT,--
Wir,PRON,wir
sind,AUX,sein
da,ADV,da
“,PUNCT,--
präsentiert,VERB,präsentieren
der,DET,der
Tyrolia,ADJ,Tyrolia
Verlag,NOUN,Verlag
bis,ADP,bis
zum,ADP,zu
29.07.2023,NUM,29.07.2023
in,ADP,in
der,DET,der
Philipp-Schaeffer-Bibliothek,NOUN,Philipp-Schaeffer-Bibliothek
seine,DET,sein
vielfältigen,ADJ,vielfältig
und,CCONJ,und
vielfach,ADV,vielfach
ausgezeichneten,ADJ,ausgezeichnet
Kinderbücher,NOUN,Kinderbücher
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
:,PUNCT,--
https://www.berlin.de/stadtbibliothek-mitte/aktuelles/pressemitteilungen/2023/pressemitteilung.1335967.php,ADJ,https://www.berlin.de/stadtbibliothek-mitte/aktuelles/pressemitteilungen/2023/pressemitteilung.1335967.php
Medienkontakt,NOUN,Medienkontakt
:,PUNCT,--
#,PROPN,#
kulturmitte,ADJ,kulturmitte
Bezirksamt,NOUN,Bezirksamt
Mitte,NOUN,Mitte
",",PUNCT,--
Pressestelle,NOUN,Pressestelle
",",PUNCT,--
E-Mail,NOUN,E-Mail
:,PUNCT,--
presse@ba-mitte.berlin.de,X,presse@ba-mitte.berlin.de
