Token,PoS,Lemma
von,ADP,von
Dr.,NOUN,Dr.
Sabine,PROPN,Sabine
Ziegenrücker,PROPN,Ziegenrücker
",",PUNCT,--
Leiterin,NOUN,Leiterin
des,DET,der
Fachbereichs,NOUN,Fachbereich
Kunst,NOUN,Kunst
und,CCONJ,und
Geschichte,NOUN,Geschichte
und,CCONJ,und
Facts,PROPN,Fact
&,CCONJ,&
Files,PROPN,Files
",",PUNCT,--
Historisches,ADJ,Historisch
Forschungsinstitut,NOUN,Forschungsinstitut
Berlin,PROPN,Berlin
",",PUNCT,--
kuratierte,ADJ,kuratiert
Ausstellung,NOUN,Ausstellung
",",PUNCT,--
ist,AUX,sein
nur,ADV,nur
noch,ADV,noch
bis,ADP,bis
zum,ADP,zu
18.,ADJ,18.
Februar,NOUN,Februar
2024,NUM,2024
zu,PART,zu
sehen,VERB,sehen
.,PUNCT,--
Im,ADP,in
zweiten,ADJ,zweiter
Teil,NOUN,Teil
begeben,VERB,begeben
sich,PRON,sich
die,DET,der
Besucherinnen,NOUN,Besucherin
und,CCONJ,und
Besucher,NOUN,Besucher
zu,ADP,zu
den,DET,der
langfristig,ADV,langfristig
eingerichteten,ADJ,eingerichtet
„,PUNCT,--
Interventionen,NOUN,Intervention
.,PUNCT,--
Koloniale,ADJ,kolonial
Spuren,NOUN,Spur
in,ADP,in
der,DET,der
ständigen,ADJ,ständig
Ausstellung,NOUN,Ausstellung
“,PUNCT,--
im,ADP,in
Museum,NOUN,Museum
Reinickendorf,PROPN,Reinickendorf
.,PUNCT,--
Die,DET,der
beiden,DET,beide
Kuratorinnen,NOUN,Kuratorinn
der,DET,der
Interventionen,NOUN,Intervention
",",PUNCT,--
Imke,PROPN,Imke
Küster,PROPN,Küster
und,CCONJ,und
Claudia,PROPN,Claudia
Wasow-Kania,PROPN,Wasow-Kania
",",PUNCT,--
haben,AUX,haben
einzelne,ADJ,einzeln
Ausstellungsexponate,NOUN,Ausstellungsexponat
in,ADP,in
einem,DET,ein
digitalen,ADJ,digital
Rundgang,NOUN,Rundgang
auf,ADP,auf
ihre,DET,ihr
kolonialen,ADJ,kolonial
Bezüge,NOUN,Bezug
hinterfragt,VERB,hinterfragt
und,CCONJ,und
Statements,NOUN,Statement
von,ADP,von
vier,NUM,vier
Schülerinnen,NOUN,Schülerin
und,CCONJ,und
Schülern,NOUN,Schüler
des,DET,der
Thomas-Mann-Gymnasiums,NOUN,Thomas-Mann-Gymnasium
",",PUNCT,--
People,PROPN,People
of,PROPN,of
Color,PROPN,Color
(,PUNCT,--
PoC,PROPN,PoC
),PUNCT,--
",",PUNCT,--
einfließen,VERB,einfließen
lassen,VERB,lassen
.,PUNCT,--
Bei,ADP,bei
dem,DET,der
Rundgang,NOUN,Rundgang
erläutern,VERB,erläutern
sie,PRON,sie
das,DET,der
Prinzip,NOUN,Prinzip
und,CCONJ,und
nehmen,VERB,nehmen
koloniale,ADJ,kolonial
Kontexte,NOUN,Kontext
von,ADP,von
Objekten,NOUN,Objekt
in,ADP,in
den,DET,der
Blick,NOUN,Blick
.,PUNCT,--
Der,DET,der
Eintritt,NOUN,Eintritt
ist,AUX,sein
kostenfrei,ADV,kostenfrei
.,PUNCT,--
Es,PRON,es
wird,AUX,werden
um,ADP,um
Anmeldung,NOUN,Anmeldung
gebeten,VERB,bitten
unter,ADP,unter
museum@reinickendorf.berlin.de,PROPN,Museum@reinickendorf.berlin.de
oder,CCONJ,oder
(,PUNCT,--
030,NUM,030
),PUNCT,--
90294,NUM,90294
6460.,ADJ,6460.
Ort,NOUN,Ort
:,PUNCT,--
Museum,NOUN,Museum
Reinickendorf,PROPN,Reinickendorf
",",PUNCT,--
Alt-Hermsdorf,PROPN,Alt-Hermsdorf
35,NUM,35
",",PUNCT,--
13189,NUM,13189
Berlin,PROPN,Berlin
Weitere,ADJ,weit
Informationen,NOUN,Information
sind,AUX,sein
zu,PART,zu
finden,VERB,finden
unter,ADP,unter
:,PUNCT,--
www.museum-reinickendorf.de,X,www.museum-reinickendorf.de
