Token,PoS,Lemma
Gedankenmodelle,NOUN,Gedankenmodell
und,CCONJ,und
spielerische,ADJ,spielerisch
Experimente,NOUN,Experiment
entgegen,ADP,entgegen
.,PUNCT,--
Sie,PRON,sie
verschieben,VERB,verschieben
Kontexte,NOUN,Kontexte
und,CCONJ,und
eröffnen,VERB,eröffnen
dadurch,ADV,dadurch
andere,ADJ,anderer
Sichtweisen,NOUN,Sichtweise
auf,ADP,auf
bekannte,ADJ,bekannt
Sachverhalte,NOUN,Sachverhalte
",",PUNCT,--
sie,PRON,sie
spüren,VERB,spüren
vergessenem,ADJ,vergessen
Wissen,NOUN,wissen
über,ADP,über
die,DET,der
Kräfte,NOUN,Kraft
der,DET,der
Natur,NOUN,Natur
nach,ADP,nach
und,CCONJ,und
greifen,VERB,greifen
auf,ADP,auf
der,DET,der
Suche,NOUN,Suche
nach,ADP,nach
sinnstiftenden,ADJ,sinnstiftend
Beziehungen,NOUN,Beziehung
zur,ADP,zu
Umwelt,NOUN,Umwelt
auf,ADP,auf
alte,ADJ,alt
Mythen,NOUN,Mythos
",",PUNCT,--
Rituale,NOUN,Ritual
und,CCONJ,und
Symbole,NOUN,Symbol
zurück,ADV,zurück
.,PUNCT,--
Parallel,ADV,parallel
zur,ADP,zu
Ausstellung,NOUN,Ausstellung
findet,VERB,finden
ein,DET,ein
Performance,NOUN,Performance
Projekt,NOUN,Projekt
von,ADP,von
Viviana,PROPN,Viviana
Druga,PROPN,Druga
und,CCONJ,und
Dafna,PROPN,Dafna
Maimon,PROPN,Maimon
statt,ADV,statt
.,PUNCT,--
Kuratiert,VERB,Kuratiert
von,ADP,von
Dorothee,PROPN,Dorothee
Bienert,PROPN,Bienert
und,CCONJ,und
Kati,PROPN,Kati
Kivinen,NOUN,Kivin
Workshop,NOUN,Workshop
:,PUNCT,--
Bienensinn,NOUN,Bienensinn
Samstag,NOUN,Samstag
19.09.,PUNCT,19.09.
und,CCONJ,und
26.09.,VERB,26.09.
ab,ADP,ab
15,NUM,15
Uhr,NOUN,Uhr
Fürsorge,NOUN,Fürsorge
",",PUNCT,--
Abhängigkeit,NOUN,Abhängigkeit
und,CCONJ,und
Fragilität,NOUN,Fragilität
prägen,VERB,prägen
die,DET,der
Beziehung,NOUN,Beziehung
von,ADP,von
Menschen,NOUN,Mensch
zu,ADP,zu
Bienen,NOUN,Bien
.,PUNCT,--
Wie,SCONJ,wie
Bienen,NOUN,Bie
wahrnehmen,VERB,wahrnehmen
",",PUNCT,--
kann,AUX,können
im,ADP,in
Workshop,NOUN,Workshop
„,PUNCT,--
Sensing,PROPN,Sensing
Bees,PROPN,Bees
“,PUNCT,--
mit,ADP,mit
den,DET,der
eigenen,ADJ,eigen
Sinnen,NOUN,Sinn
erfahren,VERB,erfahren
werden,AUX,werden
.,PUNCT,--
Elisa,PROPN,Elisa
Dierson,PROPN,Dierson
und,CCONJ,und
Katja,PROPN,Katja
Marie,PROPN,Marie
Voigt,PROPN,Voigt
von,ADP,von
der,DET,der
Künstler*innen-,NOUN,Künstler*innen-
und,CCONJ,und
Imker*innengruppe,PROPN,Imker*innengruppe
Moabees,PROPN,Moabees
geleiten,VERB,geleien
die,DET,der
Teilnehmenden,NOUN,Teilnehmende
durch,ADP,durch
Experimente,NOUN,Experiment
und,CCONJ,und
Begegnung,NOUN,Begegnung
mit,ADP,mit
Bienen,NOUN,Biene
.,PUNCT,--
Dauer,NOUN,Dauer
:,PUNCT,--
circa,ADV,circa
"3,5",NUM,"3,5"
Stunden,NOUN,Stunde
Anmeldung,NOUN,Anmeldung
unter,ADP,unter
:,PUNCT,--
Daniela.Nadwornicek@bezirksamt-neukoelln.de,PROPN,Daniela.Nadwornicek@bezirksamt-neukoelln.de
PARA-DIES,PROPN,PARA-DIES
Im,ADP,in
Rahmen,NOUN,Rahmen
der,DET,der
Kunstvermittlung,NOUN,Kunstvermittlung
des,DET,der
Young,NOUN,Young
Arts,PROPN,Arts
Körnerpark,PROPN,Körnerpark
finden,VERB,finden
Sommerferien-Projekte,NOUN,Sommerferien-Projekt
statt,ADV,statt
.,PUNCT,--
Kinder,NOUN,Kind
und,CCONJ,und
Jugendliche,NOUN,jugendliche
bildhauern,VERB,bildhauern
morgens,ADV,morgens
und,CCONJ,und
machen,VERB,machen
nachmittags,ADV,nachmittags
Experimente,NOUN,Experiment
",",PUNCT,--
Ausflüge,NOUN,Ausflug
und,CCONJ,und
Spiele,NOUN,Spiel
rund,ADV,rund
um,ADP,um
das,DET,der
Thema,NOUN,Thema
Bienen,NOUN,Bie
mit,ADP,mit
Künstlerinnen,NOUN,Künstlerinn
des,DET,der
Moabees-Projektes,NOUN,Moabees-Projekt
.,PUNCT,--
Weitere,ADJ,weit
Infos,NOUN,Infos
auf,ADP,auf
https://youngarts-nk.de,PROPN,https://youngarts-nk.de
/,PUNCT,--
Gefördert,VERB,Gefördert
durch,ADP,durch
die,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Kultur,NOUN,Kultur
und,CCONJ,und
Europa,PROPN,Europa
",",PUNCT,--
Ausstellungsfonds,PROPN,Ausstellungsfond
Kommunale,ADJ,Kommunale
Galerien,NOUN,Galerie
und,CCONJ,und
Fonds,NOUN,Fonds
für,ADP,für
Ausstellungshonorare,ADJ,Ausstellungshonorar
Bildender,NOUN,Bildender
Künstlerinnen,NOUN,Künstlerin
und,CCONJ,und
Künstler,NOUN,Künstler
Für,ADP,für
Anfragen,NOUN,Anfrage
und,CCONJ,und
Bildmaterial,NOUN,Bildmaterial
wenden,VERB,wenden
Sie,PRON,sie
sich,PRON,sich
bitte,ADV,bitte
an,ADP,an
:,PUNCT,--
Daniela.Nadwornicek@bezirksamt-neukoelln.de,X,Daniela.Nadwornicek@bezirksamt-neukoelln.de
",",PUNCT,--
030,NUM,030
90239,NUM,90239
3788,NUM,3788
